mode,reference,candidate,sem_score,bert_precision,bert_recall,bert_f1
baseline_pure,"초청행사 ""세금의 밤""에서 참가 대상은 청소년, 대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업 등 세금에 관심이 있는 모든 사람들입니다. 특히 초기 창업자, 프리랜서, 부업하는 직장인 등 세금에 궁금증을 느끼는 분들이 참가 가능합니다. | 청년, 초기 창업자, 프리랜서, 부업하는 직장인 등 세금이 궁금한 누구나","LLM 비활성화 상태입니다. 후보 문서 목록:
- [세금의 밤] 초기창업가와 N잡러를 위한 체험형 세무교육 네트워킹
- 초기 창업자 필수 전략! 2025 세금&정부과제(특허) 세미나
- [특허청x조달청x디캠프] 스타트업OI 피칭데이 현장 참여자 모집
- 제10회 소상공인 쇼케이스데이 결선 참관객 모집
- 2025년 창조경제혁신센터 공동 Open Innovation Day 개최 안내

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- [세금의 밤] 초기창업가와 N잡러를 위한 체험형 세무교육 네트워킹 | 상태: N | 접수기간: 20250905 ~ 20250926
- 초기 창업자 필수 전략! 2025 세금&정부과제(특허) 세미나 | 상태: N | 접수기간: 20250820 ~ 20250829
- [특허청x조달청x디캠프] 스타트업OI 피칭데이 현장 참여자 모집 | 상태: N | 접수기간: 20250818 ~ 20250826",0.6540993452072144,0.8002155423164368,0.8430306911468506,0.821065366268158
baseline_pure,청년창업 역량강화교육의 대상 연령 범위는 만 20세 이상 ~ 만 39세 이하입니다. | 만 20세 이상 ~ 만 39세 이하,"청년창업 역량강화교육의 대상 연령 범위는 만 18세~만 39세 이하입니다.  
이 범위는 다양한 청년창업 지원 사업에서 공통적으로 적용되고 있으며, 예를 들어 청년창업 강화 지원사업[1], 청년 도전 창업 지원사업[4], 청년창업 챌린지[7] 등에서 만 18세 이상 만 39세 이하의 예비창업자 또는 기창업자(창업 3년 이내)를 대상으로 하고 있습니다.  
또한 청년창업사관학교 및 창업성공패키지 사업에서도 만 39세 이하를 지원 대상으로 명시하고 있습니다[2][3][8].  

따라서 청년창업 역량강화교육의 대상 연령은 **만 18세 이상, 만 39세 이하**입니다.  
[1][4][7][2][3][8]",0.8830610513687134,0.856134831905365,0.9395803213119507,0.8959187865257263
baseline_pure,"2025년 한라대학교 창업보육센터 신규 입주기업 모집 공고에서 대상 연령 범위는 다음과 같습니다:

- 만 20세 이상
- 만 39세 이하
- 만 40세 이상 | 만 20세 이상 ~ 만 39세 이하, 만 40세 초과는 불가능합니다.","2025년 한라대학교 창업보육센터 신규 입주기업 모집 공고에서 대상 연령 범위는 만 20세 이상 ~ 만 39세 이하, 만 40세 이상입니다 [1].

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- 2025년 한라대학교 창업보육센터 신규입주기업 모집 공고 | 상태: N | 접수기간: 20250902 ~ 20250930
- 2025년 성북구 중장년 기술창업센터 입주기업 모집공고 2차 | 상태: N | 접수기간: 20250905 ~ 20250926
- 2025년 삼육대학교 창업보육센터 입주기업 모집 공고 | 상태: N | 접수기간: 20250814 ~ 20250824",0.9249950051307678,0.8608415126800537,0.9369229078292847,0.8972723484039307
baseline_pure,"2025년 오픈데이터포럼(ODF)의 지원 대상은 청소년, 대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업 등이었습니다. 또한, 이러한 기업이나 단체는 공공데이터를 활용하여 지역 사회의 문제를 해결하는 방법을 함께 모색할 수 있음을 요구했습니다. 지원 지역은 전국이었습니다. | 지원 대상: 청소년, 대학생, 일반인

지원 지역: 전국","LLM 비활성화 상태입니다. 후보 문서 목록:
- 2025년 오픈데이터포럼(ODF) 공공데이터·AI 활용 리빙랩 프로젝트
- 2025년 오벤터스(O!VentUs) 8기 데모데이
- 2025 한국-베트남 디지털 협력 포럼
- [2025 MGS] AI와 글로벌, 오픈이노베이션의 새로운 동력이 되다
- 2025년 LG전자 STUDIO341 오픈이노베이션 데이

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- 2025년 오픈데이터포럼(ODF) 공공데이터·AI 활용 리빙랩 프로젝트 | 상태: N | 접수기간: 20250904 ~ 20250917
- 2025년 오벤터스(O!VentUs) 8기 데모데이 | 상태: N | 접수기간: 20250924 ~ 20251024
- 2025 한국-베트남 디지털 협력 포럼 | 상태: N | 접수기간: 20250902 ~ 20250911",0.6011611223220825,0.807978093624115,0.841168999671936,0.8242396116256714
baseline_pure,"참여를 원하는 창업기업이 지원받지 못할 수 있는 기업에는 다음과 같은 기업이 포함됩니다:

1. 「중소기업창업 지원법 시행령」 제4조에 따른 창업에서 제외되는 업종에 속하는 기업
2. 신청서 및 사업계획서를 허위로 기재한 기업
3. 국세 및 지방세 체납 또는 금융기관 등으로부터 채무불이행으로 규제중인 기업
4. 기타 심사위원회가 지원 제한의 사유가 있다고 인정하는 기업

특히, 공동대표로 구성된 기업의 경우, 대표자 전원이 불가 대상에 해당해 지원이 제한될 수 있습니다. | 「중소기업창업 지원법 시행령」 제4조에 따른 창업에서 제외되는 업종, 신청서 및 사업계획서를 허위로 기재한 자, 국세 및 지방세 체납 또는 금융기관 등으로부터 채무불이행으로 규제중인 자, 기타 심사위원회가 지원 제한의 사유가 있다고 인정하는 자","질문에 대한 직접적인 답은 명시되지 않았습니다. 다만 관련 정보는 다음과 같습니다:
1. [경희창업보육센터(서울)] 2025년 하반기 신규 입주기업 모집(연장) | 서울 | https://startup.khu.ac.kr
2. 『2025 제4회 관악S밸리 START-UP SCALE-UP DEMO DAY』참가기업 모집 | 서울 | https://svalley.kr
3. 2025년 남동발전 창업·Start-UP 서포터스 지원사업 참가기업 모집공고 | 전국 | https://www.gnstartup.kr/business/8339db24-725a-45bc-baf9-d778adc7b0d8/9660/detail
4. 부천창업리그 운영 | https://www.k-startup.go.kr/web/contents/webCMRCZN.do?id=165123&page=1&schM=view
5. 대·중견기업 협업오픈이노베이션 지원 | https://www.k-startup.go.kr/web/contents/webCMRCZN.do?id=171018&page=1&schM=view

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- [경희창업보육센터(서울)] 2025년 하반기 신규 입주기업 모집(연장) | 상태: N | 접수기간: 20250807 ~ 20250817
- 『2025 제4회 관악S밸리 START-UP SCALE-UP DEMO DAY』참가기업 모집 | 상태: N | 접수기간: 20250918 ~ 20251010
- 2025년 남동발전 창업·Start-UP 서포터스 지원사업 참가기업 모집공고 | 상태: N | 접수기간: 20250811 ~ 20250825",0.5691697597503662,0.7516916394233704,0.8104172348976135,0.7799505591392517
baseline_pure,"지원 기간이 3년 미만인 예비 창업자들은 다음과 같은 조건으로 지원받을 수 있습니다:

1. 외국인 창업자 또는 한국에 사업을 시작하거나 5년 이내에 사업을 운영 중인 외국인 창업자입니다.
2. 만 20세 이상 39세 이하 또는 만 40세 이상의 대학생, 일반인, 일반 기업원 등 다양한 연령대의 사람들이 해당 대상에 속합니다.

따라서 3년 미만의 창업 기간을 가진 예비 창업자들은 이러한 조건을 충족시키면 서울 글로벌 센터의 OASIS-7 incubation 공간을 이용하여 창업을 준비할 수 있습니다. | 3년 미만의 예비 창업자는 지원 대상이 아닙니다. 해당 규정에는 1년 미만, 2년 미만, 5년 미만의 예비 창업자가 포함되어 있습니다.","창업 기간이 3년 미만인 예비 창업자들은 다음과 같은 조건으로 지원받을 수 있습니다:

1. **초기창업패키지**  
   - 지원 대상: 업력 3년 이내 초기창업기업 또는 창업 3년 이내 창업기업 [1][2][4]  
   - 지원 내용:  
     - 사업화자금: 시제품 제작, 마케팅, 지식재산권 출원·등록 등에 최대 1억원(일반형·투자연계형) 또는 딥테크 기업에선 최대 1.5억원 지원 [4]  
     - 창업프로그램: 시장진입, 초기 투자유치, 실증검증 등 맞춤형 프로그램 제공 [1][2][4]  
   - 안내 링크: www.k-startup.go.kr/web/contents/webCMRCZN.do?id=165002&page=1&schM=view  
   - 신청 링크: https://www.k-startup.go.kr/web/contents/webCMRCZN.do?id=165002&page=1&schM=view

2. **예비·초기 기술창업지원**  
   - 지원 대상: 창업 3년 미만의 도내 기술창업 (예비) 초기 창업자 [6][8]  
   - 지원 내용:  
     - 사업화자금: 개발, 홍보, 시제품 제작 등에 최대 30만원 지원 [8]  
     - 액셀러레이팅: 경영컨설팅, 투자IR 등 역량강화 교육 제공 [6][8]  
   - 안내 링크: www.k-startup.go.kr/web/contents/webCMRCZN.do?id=165114&page=1&schM=view  
   - 신청 링크: https://www.k-startup.go.kr/web/contents/webCMRCZN.do?id=165114&page=1&schM=view

3. **프리팁스(Pre-TIPS) 3차 창업기업 모집공고**  
   - 지원 대상: 창업 기간이 1년 미만, 2년 미만, 또는 3년 미만인 일반 창업기업 [7]  
   - 지원 내용: 민간 투자와 연계하여 유망 창업기업을 육성하는 프로그램 [7]  
   - 접수 기간: 2025년 9월 11일 ~ 10월 14일 (마감일: 2025-10-14) [7]  
   - 신청 링크: https://www.k-startup.go.kr/web/contents/bizpbanc-deadline.do?schM=view&pbancSn=174940  

이러한 지원은 창업 기간이 3년 미만인 예비 창업자들을 대상으로 하며, 사업화 자금, 창업 프로그램, 기술 역량 강화 등 다양한 형태로 지원됩니다. 특히 기술창업자에게는 초기 단계의 사업화 지원이 더 집중되어 있습니다 [6][8].",0.8229770660400391,0.758251428604126,0.8777308464050293,0.8136282563209534
baseline_pure,"대한민국 모든 산업 분야 중소·벤처기업이 해당 공모의 대상 기업으로 포함됩니다. 지원 대상은 대학, 연구기관, 일반기업, 1인 창조기업 등이며, 대한민국 모든 산업 분야 기업이 참여할 수 있습니다. | 대한민국 모든 산업 분야 중소·벤처기업","대한민국 모든 산업 분야 중소·벤처기업의 연구 개발을 지원하는 '국가 K-테스트베드' 공모의 대상 기업은 **대학, 연구기관, 일반기업, 1인 창조기업**입니다 [1].  

이 공모는 공공·민간이 보유한 인프라를 개방하여 다양한 산업 분야의 중소·벤처기업이 연구개발 및 실증을 수행할 수 있도록 지원하는 것을 목표로 하며, 지역이나 산업 분야에 제한이 없습니다 [1].  

공모 기간은 2025년 9월 11일부터 10월 15일까지이며, 주관기관은 한국수자원공사, 운영기관은 공공기관입니다 [1].  
공모 안내 및 신청은 아래 링크를 통해 가능합니다.  
https://ktb.kwater.or.kr/wis/wq/index.do?w2xPath=/wis/ui/index_ktb.xml&divCd=PSSRP_RQST&&pssrpMngId=2025017&targetMenuId=KTBCS1400000

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- 2025년 하반기 국가 K-테스트베드 통합공모 | 상태: N | 접수기간: 20250911 ~ 20251015",0.6998856663703918,0.7943712472915649,0.935810923576355,0.8593097925186157
baseline_pure,"고성군과 강북구에서 연계하는 청년 로컬 콘텐츠 전문가 양성 프로그램의 지원 대상은 다음과 같습니다:

- 로컬 콘텐츠에 관심 있는 서울시 청년 20명 (19세~39세)
- 강북구 거주자
- 강북구 기업 대표자 및 임직원 | 서울시 청년 20명(19세~39세), 강북구 거주자 또는 강북구 기업 대표자 및 임직원","LLM 비활성화 상태입니다. 후보 문서 목록:
- (고성에서 로컬콘텐츠 제작할 청년모집!) 청년 로컬 콘텐츠 전문가 발굴 프로그램
- 고성 로컬브랜딩 청년창업 점프업 지원사업
- 창업하면 고성스쿨
- 경북 로컬 체인지업
- 소멸위기지역 로컬벤처 예비창업가 육성사업

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- (고성에서 로컬콘텐츠 제작할 청년모집!) 청년 로컬 콘텐츠 전문가 발굴 프로그램 | 상태: N | 접수기간: 20250908 ~ 20250929",0.7168958187103271,0.8435680270195007,0.8447239995002747,0.844145655632019
baseline_pure,"No, 만 40세 이상의 창업 기간이 7년 이상인 기업은 지원 대상에서 제외됩니다. 지원 대상 기업은 만 20세 이상 ~ 만 39세 이하로 한정되어 있으며, 또한 창업 기간은 예비창업자로 정의되며 7년 미만으로 제한됩니다. 따라서 만 40세 이상 또는 창업 기간이 7년 이상인 기업은 지원 대상에서 제외됩니다. | 不可以，申请条件为""예비창업자 ~ 창업 7년이내""（预创业者至创业7年内的企业），40岁以上且创业超过7年的企业不符合条件。","LLM 비활성화 상태입니다. 후보 문서 목록:
- 2025년 창업혁신공간 남부권(수원) 신규 입주기업 모집
- 2025년 3차 인천중장년기술창업센터 신규입주기업 모집
- 2025년 성북구 중장년 기술창업센터 입주기업 모집공고 2차
- 2025년 창업지원센터 청년관 신규 청년기업 모집
- 2025년 서울창업센터 동작 입주기업 모집

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- 2025년 창업혁신공간 남부권(수원) 신규 입주기업 모집 | 상태: N | 접수기간: 20250908 ~ 20251010
- 2025년 3차 인천중장년기술창업센터 신규입주기업 모집 | 상태: N | 접수기간: 20250905 ~ 20250922
- 2025년 성북구 중장년 기술창업센터 입주기업 모집공고 2차 | 상태: N | 접수기간: 20250905 ~ 20250926",0.4849242568016052,0.7998281121253967,0.8170172572135925,0.808331310749054
baseline_pure,공고에서 시행일자가 명시되어 있지 않아 제공된 텍스트를 통해 특정 날짜가 지정되지 않았음을 알 수 있습니다. 따라서 공고가 언제 시행되었는지는 파악할 수 없습니다. | N/A,"LLM 비활성화 상태입니다. 후보 문서 목록:
- 2025년도 보건산업혁신창업센터 혁신창업멤버스 기업 모집 공고
- [한국보건산업진흥원] BIOHEALTH LEARN 2025 역량강화교육 · 의료기기 인허가 및 임상
- [서울바이오허브] 2025년 혁신네트워크 기반 전문성 연계 지원 사업 수요기업 모집 공고
- 서울바이오허브 &apos;2025 바이오 오픈 이노베이션 체인&apos; 참여기업 모집
- -2025년 충북대 창업중심대학 OPENEXUS 오픈이노베이션 프로그램 참가기업 모집

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- 2025년도 보건산업혁신창업센터 혁신창업멤버스 기업 모집 공고 | 상태: N | 접수기간: 20250918 ~ 20251010
- [한국보건산업진흥원] BIOHEALTH LEARN 2025 역량강화교육 · 의료기기 인허가 및 임상 | 상태: N | 접수기간: 20250903 ~ 20250922
- [서울바이오허브] 2025년 혁신네트워크 기반 전문성 연계 지원 사업 수요기업 모집 공고 | 상태: N | 접수기간: 20250806 ~ 20250818",0.4192517399787903,0.7641946077346802,0.829386830329895,0.7954572439193726
