mode,reference,candidate,sem_score,bert_precision,bert_recall,bert_f1
no_intent_dense,"초청행사 ""세금의 밤""에서 참가 대상은 청소년, 대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업 등 세금에 관심이 있는 모든 사람들입니다. 특히 초기 창업자, 프리랜서, 부업하는 직장인 등 세금에 궁금증을 느끼는 분들이 참가 가능합니다. | 청년, 초기 창업자, 프리랜서, 부업하는 직장인 등 세금이 궁금한 누구나","초청행사 ""세금의 밤""의 참가 대상은 청소년, 대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업입니다[1]. 이 행사에서는 초기 창업가와 N잡러를 위한 체험형 세무교육 및 네트워킹을 제공하며, 연령은 만 20세 미만, 만 20세 이상 ~ 만 39세 이하, 만 40세 이상까지 포함됩니다[1].  

신청 링크: https://forms.gle/JdPgff12NHUkdVz58

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- [세금의 밤] 초기창업가와 N잡러를 위한 체험형 세무교육 네트워킹 | 상태: N | 접수기간: 20250905 ~ 20250926
- 초기 창업자 필수 전략! 2025 세금&정부과제(특허) 세미나 | 상태: N | 접수기간: 20250820 ~ 20250829
- [특허청x조달청x디캠프] 스타트업OI 피칭데이 현장 참여자 모집 | 상태: N | 접수기간: 20250818 ~ 20250826",0.8253546953201294,0.8072999715805054,0.904001772403717,0.8529186248779297
no_intent_dense,청년창업 역량강화교육의 대상 연령 범위는 만 20세 이상 ~ 만 39세 이하입니다. | 만 20세 이상 ~ 만 39세 이하,"청년창업 역량강화교육의 대상 연령 범위는 만 18세~만 39세 이하입니다.  
이 범위는 다양한 청년창업 지원 사업에서 공통적으로 적용되고 있습니다. 예를 들어, 청년창업 강화 지원사업에서는 만18~만39세 이하의 청년 예비창업자 및 기창업자(1년 이내)를 대상으로 하고 있으며, 청년 도전 창업 지원사업도 만18세~39세 창업을 희망하는 미취업 청년을 대상으로 합니다[1][4]. 또한 청년창업사관학교 및 창업성공패키지 역시 만39세 이하를 지원 대상으로 하고 있습니다[2][3][5].  

따라서 청년창업 역량강화교육의 대상 연령은 **만 18세 이상, 만 39세 이하**로, 이는 주요 지원 사업에서 일관되게 적용되고 있습니다.  

- 청년창업 강화 지원사업: 만18~만39세 이하 예비창업자 및 기창업자(1년 이내)[1]  
- 청년 도전 창업 지원사업: 만18세~39세 창업을 희망하는 미취업 청년[4]  
- 청년창업사관학교: 만 39세 이하, 창업 3년 이내 기업[2]  
- 창업성공패키지(청년창업사관학교): 만39세 이하 청년창업자[3]  
- 청년 창업 활성화 프로그램 운영: 만 39세 이하 초기(예비) 창업가(팀)[5]",0.8455538153648376,0.8342752456665039,0.9361020922660828,0.882260262966156
no_intent_dense,"2025년 한라대학교 창업보육센터 신규 입주기업 모집 공고에서 대상 연령 범위는 다음과 같습니다:

- 만 20세 이상
- 만 39세 이하
- 만 40세 이상 | 만 20세 이상 ~ 만 39세 이하, 만 40세 초과는 불가능합니다.","2025년 한라대학교 창업보육센터 신규 입주기업 모집 공고에서 대상 연령 범위는 만 20세 이상 ~ 만 39세 이하, 만 40세 이상입니다 [1].

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- 2025년 한라대학교 창업보육센터 신규입주기업 모집 공고 | 상태: N | 접수기간: 20250902 ~ 20250930
- 2025년 성북구 중장년 기술창업센터 입주기업 모집공고 2차 | 상태: N | 접수기간: 20250905 ~ 20250926",0.9317784905433655,0.8723980784416199,0.9375232458114624,0.9037890434265137
no_intent_dense,"2025년 오픈데이터포럼(ODF)의 지원 대상은 청소년, 대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업 등이었습니다. 또한, 이러한 기업이나 단체는 공공데이터를 활용하여 지역 사회의 문제를 해결하는 방법을 함께 모색할 수 있음을 요구했습니다. 지원 지역은 전국이었습니다. | 지원 대상: 청소년, 대학생, 일반인

지원 지역: 전국","청소년과 일반인을 대상으로 한 2025년 오픈데이터포럼(ODF)의 지원 대상은 청소년, 대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업입니다. 지원 지역은 전국입니다 [1].

질문에 대한 직접적인 답은 명시되지 않았습니다. 다만 관련 정보는 다음과 같습니다:
1. 2025년 오픈데이터포럼(ODF) 공공데이터·AI 활용 리빙랩 프로젝트 | 전국 | https://www.data.go.kr/bbs/ntc/selectNotice.do?pageIndex=1&originId=NOTICE_0000000004323&atchFileId=FILE_000000003236907&nttApiYn=N&searchCondition2=2&searchKeyword1=
2. 2025년 오벤터스(O!VentUs) 8기 데모데이 | 대구 | https://event-us.kr/scceioi/event/112573
3. 2025 한국-베트남 디지털 협력 포럼 | 전국 | https://www.fkii.org/eventnedu/event_edu_view.php?idx=1169&page=1
4. [2025 MGS] AI와 글로벌, 오픈이노베이션의 새로운 동력이 되다 | 전국 | https://www.innoforest.co.kr/growth-bridge/OI00000499
5. 2025년 LG전자 STUDIO341 오픈이노베이션 데이 | 전국 | https://s-upcenter.startup-plus.kr/project/PRJ006127

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- 2025년 오픈데이터포럼(ODF) 공공데이터·AI 활용 리빙랩 프로젝트 | 상태: N | 접수기간: 20250904 ~ 20250917
- 2025년 오벤터스(O!VentUs) 8기 데모데이 | 상태: N | 접수기간: 20250924 ~ 20251024
- 2025 한국-베트남 디지털 협력 포럼 | 상태: N | 접수기간: 20250902 ~ 20250911",0.8524683713912964,0.7679710388183594,0.9142396450042725,0.8347463011741638
no_intent_dense,"참여를 원하는 창업기업이 지원받지 못할 수 있는 기업에는 다음과 같은 기업이 포함됩니다:

1. 「중소기업창업 지원법 시행령」 제4조에 따른 창업에서 제외되는 업종에 속하는 기업
2. 신청서 및 사업계획서를 허위로 기재한 기업
3. 국세 및 지방세 체납 또는 금융기관 등으로부터 채무불이행으로 규제중인 기업
4. 기타 심사위원회가 지원 제한의 사유가 있다고 인정하는 기업

특히, 공동대표로 구성된 기업의 경우, 대표자 전원이 불가 대상에 해당해 지원이 제한될 수 있습니다. | 「중소기업창업 지원법 시행령」 제4조에 따른 창업에서 제외되는 업종, 신청서 및 사업계획서를 허위로 기재한 자, 국세 및 지방세 체납 또는 금융기관 등으로부터 채무불이행으로 규제중인 자, 기타 심사위원회가 지원 제한의 사유가 있다고 인정하는 자","질문에 대한 직접적인 답은 명시되지 않았습니다. 다만 관련 정보는 다음과 같습니다:
1. [경희창업보육센터(서울)] 2025년 하반기 신규 입주기업 모집(연장) | 서울 | https://startup.khu.ac.kr
2. 『2025 제4회 관악S밸리 START-UP SCALE-UP DEMO DAY』참가기업 모집 | 서울 | https://svalley.kr
3. 2025년 남동발전 창업·Start-UP 서포터스 지원사업 참가기업 모집공고 | 전국 | https://www.gnstartup.kr/business/8339db24-725a-45bc-baf9-d778adc7b0d8/9660/detail
4. 부천창업리그 운영 | https://www.k-startup.go.kr/web/contents/webCMRCZN.do?id=165123&page=1&schM=view
5. 대·중견기업 협업오픈이노베이션 지원 | https://www.k-startup.go.kr/web/contents/webCMRCZN.do?id=171018&page=1&schM=view

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- [경희창업보육센터(서울)] 2025년 하반기 신규 입주기업 모집(연장) | 상태: N | 접수기간: 20250807 ~ 20250817
- 『2025 제4회 관악S밸리 START-UP SCALE-UP DEMO DAY』참가기업 모집 | 상태: N | 접수기간: 20250918 ~ 20251010
- 2025년 남동발전 창업·Start-UP 서포터스 지원사업 참가기업 모집공고 | 상태: N | 접수기간: 20250811 ~ 20250825",0.569169819355011,0.7516916394233704,0.8104172348976135,0.7799505591392517
no_intent_dense,"지원 기간이 3년 미만인 예비 창업자들은 다음과 같은 조건으로 지원받을 수 있습니다:

1. 외국인 창업자 또는 한국에 사업을 시작하거나 5년 이내에 사업을 운영 중인 외국인 창업자입니다.
2. 만 20세 이상 39세 이하 또는 만 40세 이상의 대학생, 일반인, 일반 기업원 등 다양한 연령대의 사람들이 해당 대상에 속합니다.

따라서 3년 미만의 창업 기간을 가진 예비 창업자들은 이러한 조건을 충족시키면 서울 글로벌 센터의 OASIS-7 incubation 공간을 이용하여 창업을 준비할 수 있습니다. | 3년 미만의 예비 창업자는 지원 대상이 아닙니다. 해당 규정에는 1년 미만, 2년 미만, 5년 미만의 예비 창업자가 포함되어 있습니다.","창업 기간이 3년 미만인 예비 창업자들은 다음과 같은 조건으로 지원받을 수 있습니다.

- **초기창업패키지**는 업력 3년 이내 초기창업기업을 대상으로 합니다. 이 프로그램은 시제품 제작, 마케팅, 지식재산권 출원·등록 등 사업화에 필요한 자금(최대 1억원, 평균 0.7억원)과 시장진입, 초기 투자유치, 실증검증 등 맞춤형 창업프로그램을 제공합니다 [1].

- **창업성공패키지(청년창업사관학교)**는 창업 3년 이내의 청년창업자를 대상으로 하며, 만 39세 이하의 창업자에게 창업 공간, 교육 및 코칭, 기술지원, 사업화자금, 후속 연계(판로, 정책자금, 인력 등)를 지원합니다 [2].

이 두 프로그램은 창업 기간이 3년 미만인 예비 창업자들을 포함하여 지원 대상으로 하며, 초기 단계의 창업 활동에 필요한 자금과 프로그램을 제공합니다.  
[1] 초기창업패키지  
[2] 창업성공패키지(청년창업사관학교)",0.821812629699707,0.8448565006256104,0.8835917711257935,0.8637900948524475
no_intent_dense,"대한민국 모든 산업 분야 중소·벤처기업이 해당 공모의 대상 기업으로 포함됩니다. 지원 대상은 대학, 연구기관, 일반기업, 1인 창조기업 등이며, 대한민국 모든 산업 분야 기업이 참여할 수 있습니다. | 대한민국 모든 산업 분야 중소·벤처기업","대한민국 모든 산업 분야 중소·벤처기업의 연구 개발을 지원하는 '국가 K-테스트베드' 공모의 대상 기업은 대학, 연구기관, 일반기업, 1인 창조기업입니다 [1].

질문에 대한 직접적인 답은 명시되지 않았습니다. 다만 관련 정보는 다음과 같습니다:
1. 2025년 하반기 국가 K-테스트베드 통합공모 | 전국 | https://ktb.kwater.or.kr/wis/wq/index.do?w2xPath=/wis/ui/index_ktb.xml&divCd=PSSRP_RQST&&pssrpMngId=2025017&targetMenuId=KTBCS1400000
2. 창업 테스트베드 실증 지원 | https://www.k-startup.go.kr/web/contents/webCMRCZN.do?id=157419&page=1&schM=view
3. 창업기업제품 실증지원 | https://www.k-startup.go.kr/web/contents/webCMRCZN.do?id=165097&page=1&schM=view
4. 인천테크노파크 스케일업 챌린지랩 | https://www.k-startup.go.kr/web/contents/webCMRCZN.do?id=157129&page=1&schM=view

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- 2025년 하반기 국가 K-테스트베드 통합공모 | 상태: N | 접수기간: 20250911 ~ 20251015",0.7091470956802368,0.7510999441146851,0.9277810454368591,0.8301438093185425
no_intent_dense,"고성군과 강북구에서 연계하는 청년 로컬 콘텐츠 전문가 양성 프로그램의 지원 대상은 다음과 같습니다:

- 로컬 콘텐츠에 관심 있는 서울시 청년 20명 (19세~39세)
- 강북구 거주자
- 강북구 기업 대표자 및 임직원 | 서울시 청년 20명(19세~39세), 강북구 거주자 또는 강북구 기업 대표자 및 임직원","청년 로컬 콘텐츠 전문가 양성 프로그램의 지원 대상은 만 20세 이상 ~ 만 39세 이하의 청소년, 대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업 등입니다 [1]. 이 프로그램은 서울시 강북구와 강원도 고성군이 연계하여 진행되며, 청년이 지역 사회와 상호작용하면서 로컬 콘텐츠 창작 실무를 경험하고 전문가로 성장할 수 있도록 지원합니다 [1].  

이 프로그램의 주요 특징은 숙소 및 근무 장소, 프로그램 체험비를 제공하는 점이며, 지원 대상은 지역 기반 콘텐츠 전문가로 성장하고자 하는 청년을 대상으로 합니다 [1].  

참고 링크: https://gbmaru.com/startup/programs/21315

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- (고성에서 로컬콘텐츠 제작할 청년모집!) 청년 로컬 콘텐츠 전문가 발굴 프로그램 | 상태: N | 접수기간: 20250908 ~ 20250929",0.8935437202453613,0.8356001377105713,0.884820818901062,0.859506368637085
no_intent_dense,"No, 만 40세 이상의 창업 기간이 7년 이상인 기업은 지원 대상에서 제외됩니다. 지원 대상 기업은 만 20세 이상 ~ 만 39세 이하로 한정되어 있으며, 또한 창업 기간은 예비창업자로 정의되며 7년 미만으로 제한됩니다. 따라서 만 40세 이상 또는 창업 기간이 7년 이상인 기업은 지원 대상에서 제외됩니다. | 不可以，申请条件为""예비창업자 ~ 창업 7년이내""（预创业者至创业7年内的企业），40岁以上且创业超过7年的企业不符合条件。","아니요, 만 40세 이상이고 창업 기간이 7년 이상인 기업은 2025년 창업혁신공간 남부권(수원) 신규 입주기업 모집 지원 대상에 포함되지 않습니다. 해당 사업의 창업기간 지원 조건은 '예비창업자, 7년 미만'으로 제한되어 있으며, 7년 이상의 창업 기간은 지원 대상에서 배제됩니다 [1].  

문서에 명시되지 않음.

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- 2025년 창업혁신공간 남부권(수원) 신규 입주기업 모집 | 상태: N | 접수기간: 20250908 ~ 20251010
- 2025년 성북구 중장년 기술창업센터 입주기업 모집공고 2차 | 상태: N | 접수기간: 20250905 ~ 20250926
- 2025년 창업지원센터 청년관 신규 청년기업 모집 | 상태: N | 접수기간: 20250905 ~ 20251010",0.8448275327682495,0.8363274931907654,0.9024327397346497,0.8681235313415527
no_intent_dense,공고에서 시행일자가 명시되어 있지 않아 제공된 텍스트를 통해 특정 날짜가 지정되지 않았음을 알 수 있습니다. 따라서 공고가 언제 시행되었는지는 파악할 수 없습니다. | N/A,"바이오헬스 분야의 유망 예비창업자를 대상으로 하는 혁신창업멤버스 모집 공고는 2025년 9월 18일부터 2025년 10월 10일까지 시행되었습니다 [1].  
이 공고는 한국보건산업진흥원이 주관하며, 서울 지역에서 진행되는 보건산업혁신창업센터를 통해 바이오헬스 분야 예비창업자들을 대상으로 합니다 [1].  
신청은 https://bioagora.khidi.or.kr/ams를 통해 가능합니다 [1].

참고: 아래 접수/마감 정보는 문서에 표시된 상태를 바탕으로 정리했습니다.
- 2025년도 보건산업혁신창업센터 혁신창업멤버스 기업 모집 공고 | 상태: N | 접수기간: 20250918 ~ 20251010
- [한국보건산업진흥원] BIOHEALTH LEARN 2025 역량강화교육 · 의료기기 인허가 및 임상 | 상태: N | 접수기간: 20250903 ~ 20250922
- [서울바이오허브] 2025년 혁신네트워크 기반 전문성 연계 지원 사업 수요기업 모집 공고 | 상태: N | 접수기간: 20250806 ~ 20250818",0.3940191864967346,0.7729509472846985,0.8483594655990601,0.8089015483856201
